age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
36,Male,Married,Post Graduate,57865,Private,26,Small,Own,0,5,3,8443,28109,3035,25441,8031,2,24652,362,111083,147354,Personal Loan,866665,15,500,Not_Eligible
54,Female,Married,High School,32795,Private,33,Small,Own,0,5,2,9138,18366,9675,27374,4424,0,0,556,33913,36848,Vehicle,991416,14,500,Not_Eligible
41,Female,Married,Graduate,27323,Private,38,Small,Own,0,3,2,9883,12926,9543,14978,13222,0,0,749,296828,104865,Vehicle,1277165,16,500,Not_Eligible
54,Female,Married,Graduate,49883,Private,13,Medium,Own,0,3,3,13776,3738,9960,25139,452,2,26892,847,348527,60623,Education,246021,11,500,Not_Eligible
59,Female,Single,Post Graduate,115039,Private,16,Medium,Own,0,3,3,5875,27187,4089,26703,1727,0,0,645,101527,16056,Home Appliances,135403,19,41658,High_Risk
36,Male,Married,Graduate,29178,Private,35,Medium,Own,0,4,0,11939,4876,9277,26998,2697,2,14776,452,208308,93383,Personal Loan,562911,52,500,Not_Eligible
32,Female,Married,Graduate,163421,Government,28,Large,Rented,25875,4,0,4870,21648,8161,6182,9795,1,8883,480,172124,139456,E-commerce,199335,10,50000,Not_Eligible
59,Male,Single,High School,126765,Private,11,Small,Own,0,4,1,17785,9093,8773,6107,1539,2,20746,637,445823,45622,Personal Loan,927119,32,44972,High_Risk
47,Female,Single,High School,70001,Private,28,Small,Family,0,4,3,1693,8358,5697,13273,11958,1,7671,395,395452,157621,Vehicle,247998,55,12181,Not_Eligible
35,Male,Married,High School,197520,Private,6,Small,Family,0,6,3,1339,5135,3149,16104,2939,0,0,585,136996,198483,Education,375242,18,50000,Not_Eligible
47,Male,Married,Post Graduate,136830,Private,18,Large,Family,0,2,2,754,11252,2654,28828,10147,1,3314,723,256778,11259,Home Appliances,185113,19,45164,Eligible
43,Female,Married,Graduate,139317,Private,12,Medium,Own,0,2,2,6992,20313,9684,10901,11934,2,19868,764,461801,32689,Education,115260,22,41346,Eligible
57,Male,Married,Post Graduate,47180,Self-employed,40,Small,Rented,12365,5,0,12125,12499,5273,25283,13179,2,5462,332,172869,57881,Vehicle,687035,36,500,Not_Eligible
34,Female,Married,High School,146491,Private,1,Small,Own,0,6,2,19710,743,9315,26847,4392,2,15296,459,70520,169988,Home Appliances,276239,18,42939,Not_Eligible
60,Female,Married,Post Graduate,118451,Government,35,Medium,Family,0,4,0,9093,7920,5770,29027,1120,2,13452,440,149162,28422,E-commerce,128980,3,31774,Not_Eligible
58,Female,Single,Post Graduate,197149,Government,11,Medium,Own,0,3,2,3645,4805,5577,7304,11356,2,23748,605,303483,94020,E-commerce,69530,22,50000,High_Risk
31,Female,Married,High School,103429,Private,1,Medium,Own,0,3,0,7365,12052,1195,8772,6731,2,15344,402,496147,107478,Home Appliances,269890,36,35490,Not_Eligible
30,Female,Single,High School,140432,Private,27,Small,Own,0,3,0,2546,27079,4320,8158,14233,1,1073,823,153904,25824,Vehicle,160755,74,50000,Eligible
44,Male,Married,High School,78109,Private,27,Large,Own,0,1,3,9440,28883,5784,22586,2822,1,8084,805,29282,8400,Education,170437,6,16247,Not_Eligible
26,Male,Married,Post Graduate,22433,Private,5,Medium,Family,0,4,3,14580,29927,1538,21228,8614,1,4020,483,90890,23697,Education,91617,38,500,Not_Eligible
35,Male,Single,Graduate,38664,Private,1,Medium,Own,0,2,2,710,3380,2039,13398,1787,2,12640,524,206276,11241,Personal Loan,612296,40,747,Not_Eligible
40,Female,Single,Graduate,175396,Private,4,Medium,Own,0,2,2,15549,14628,6111,4489,7281,1,5150,542,46968,100059,Vehicle,1332438,18,50000,Not_Eligible
59,Male,Married,Graduate,151553,Private,16,Large,Rented,44683,4,0,4571,1367,2857,16583,15,2,6664,323,17489,187315,Personal Loan,128588,57,35308,Not_Eligible
60,Male,Single,Post Graduate,82465,Private,5,Large,Own,0,6,2,13446,14861,7155,22507,11252,2,28472,789,327821,70704,Home Appliances,189745,30,500,Not_Eligible
30,Male,Married,Graduate,144098,Government,28,Medium,Own,0,2,2,16310,17300,4874,15281,9073,0,0,729,412185,51343,Home Appliances,166947,10,50000,Eligible
57,Male,Married,Graduate,15807,Private,3,Medium,Family,0,6,2,15524,23202,4338,9507,1456,2,16198,483,116584,46920,Vehicle,822162,82,500,Not_Eligible
28,Male,Married,Professional,21878,Government,32,Small,Own,0,4,1,13398,10093,1615,18582,7492,2,25188,601,261309,196270,Education,102959,11,500,Not_Eligible
51,Male,Single,High School,108838,Private,35,Large,Own,0,6,1,13875,1085,4357,20506,6423,1,6101,509,286407,191788,E-commerce,75859,13,34778,Not_Eligible
55,Male,Married,Post Graduate,130618,Private,29,Medium,Own,0,3,3,3752,13625,5651,18556,10105,0,0,425,333804,129704,E-commerce,129470,6,49127,Not_Eligible
57,Male,Single,High School,188348,Private,38,Small,Own,0,6,1,2715,12811,5947,26445,7482,0,0,467,489710,92676,E-commerce,187449,6,50000,Not_Eligible
33,Male,Married,Graduate,155537,Private,38,Small,Own,0,4,3,7625,18726,3067,10790,6885,2,28510,359,442609,31962,Home Appliances,76023,36,50000,Not_Eligible
57,Male,Single,Post Graduate,62606,Private,1,Large,Rented,24639,5,3,12165,2994,763,19069,12466,0,0,746,157981,185763,E-commerce,81565,15,500,Not_Eligible
29,Female,Married,Graduate,165801,Self-employed,14,Large,Family,0,4,3,12363,18396,9381,25941,7786,1,1201,660,487846,271,E-commerce,92638,8,50000,High_Risk
43,Male,Married,Graduate,105930,Private,31,Large,Own,0,3,2,15538,12028,9600,7955,12214,1,13150,812,17472,32800,E-commerce,106280,20,29277,Eligible
41,Male,Single,Graduate,167816,Private,13,Medium,Own,0,4,0,6170,22171,9090,9884,13280,0,0,303,480923,135728,Home Appliances,23201,33,50000,Not_Eligible
36,Male,Single,Graduate,47148,Private,30,Medium,Rented,21057,6,0,17311,29515,3254,3376,12724,2,28946,647,71411,36693,Personal Loan,225143,56,500,Not_Eligible
25,Female,Single,Graduate,19851,Private,31,Large,Own,0,5,2,8983,6828,6225,12499,14334,1,2734,608,56991,21645,E-commerce,192823,23,500,Not_Eligible
52,Female,Single,Graduate,25673,Private,40,Small,Own,0,1,1,4924,22609,1838,3249,10468,0,0,643,59661,119206,Home Appliances,202233,34,3488,Not_Eligible
37,Female,Single,Graduate,198314,Private,13,Small,Family,0,5,0,14709,3830,9103,22899,8426,0,0,845,61007,5247,Education,436795,33,50000,Eligible
48,Male,Married,Graduate,29900,Private,14,Large,Rented,23126,6,3,2548,29552,552,4486,7958,1,12784,514,231642,53975,E-commerce,179479,10,500,Not_Eligible
39,Male,Married,Graduate,188781,Private,0,Small,Family,0,5,3,8106,14429,4971,21388,3067,0,0,377,320082,128547,Education,425605,45,50000,Not_Eligible
38,Male,Married,Graduate,149497,Private,11,Medium,Own,0,3,1,15622,22382,8641,18235,12419,2,7572,306,372326,36987,Vehicle,981993,20,50000,Not_Eligible
56,Female,Married,Graduate,42017,Self-employed,11,Medium,Rented,33848,3,2,15422,23326,7393,29662,10399,1,6197,571,7944,151866,Personal Loan,253405,20,500,Not_Eligible
28,Female,Single,High School,174854,Private,18,Medium,Rented,19622,5,1,5131,18243,8701,11750,13100,1,4761,395,148222,18937,Home Appliances,169274,19,50000,Not_Eligible
51,Female,Married,Post Graduate,41679,Private,17,Small,Rented,18622,4,1,3331,11532,5216,11654,10523,1,5265,377,66164,122654,Home Appliances,251657,14,500,Not_Eligible
51,Female,Married,Graduate,41510,Self-employed,35,Medium,Family,0,3,2,638,22627,1405,8807,7207,0,0,381,72921,15254,Home Appliances,66360,25,11052,Not_Eligible
38,Female,Married,High School,121472,Private,31,Small,Rented,30354,3,1,1787,14289,574,17044,4428,1,6774,452,373208,146358,E-commerce,36404,22,26602,Not_Eligible
34,Female,Married,Graduate,68339,Private,29,Large,Own,0,3,3,16505,19773,1946,8140,14785,1,10186,363,320384,150634,Home Appliances,42726,21,13729,Not_Eligible
25,Female,Married,Post Graduate,68802,Government,0,Small,Own,0,1,0,15672,18398,1046,5175,11004,0,0,567,104973,158965,Education,476920,29,26471,Not_Eligible
58,Male,Single,Graduate,51080,Self-employed,19,Medium,Family,0,1,2,10120,13922,4755,28561,13123,1,3838,660,150590,56432,E-commerce,163581,12,500,Not_Eligible
59,Male,Married,High School,127421,Government,29,Medium,Own,0,1,3,11402,3512,980,21017,8775,1,1615,459,462468,47260,Vehicle,1151886,63,48684,Not_Eligible
33,Female,Married,High School,19968,Private,10,Small,Own,0,3,3,6532,8776,2264,5326,7657,0,0,375,287585,195684,Personal Loan,537951,16,509,Not_Eligible
26,Male,Married,High School,60338,Self-employed,17,Small,Rented,36128,4,0,3841,28134,4484,19306,514,2,7084,615,119411,145898,E-commerce,194482,4,500,Not_Eligible
29,Male,Single,Post Graduate,117385,Private,29,Medium,Family,0,3,0,228,15605,7491,10535,1039,1,3799,347,466894,36624,E-commerce,77824,17,49730,Not_Eligible
27,Female,Married,Professional,105011,Self-employed,32,Small,Rented,7963,6,2,13438,19082,6905,7041,10602,0,0,706,99308,5836,Vehicle,1172182,51,36048,Eligible
54,Male,Single,High School,144486,Government,35,Small,Rented,27172,2,3,706,7755,1051,15201,3367,1,4682,510,145673,70889,Home Appliances,132349,18,44881,Not_Eligible
57,Female,Married,Post Graduate,55005,Self-employed,17,Medium,Family,0,3,3,2100,21174,9082,24054,1230,0,0,525,346382,133026,Education,489058,20,6746,Not_Eligible
30,Female,Single,High School,134857,Private,16,Large,Rented,40819,2,3,15853,14600,5722,2012,11646,1,5295,437,256246,74982,E-commerce,172370,4,29674,Not_Eligible
51,Male,Married,Graduate,155590,Private,15,Medium,Rented,18798,2,0,11657,6562,3814,11945,9308,0,0,455,34625,161550,E-commerce,135283,17,50000,Not_Eligible
31,Female,Married,Post Graduate,86790,Private,27,Small,Own,0,4,2,9794,4384,4136,27787,1667,1,12844,380,403406,100031,Home Appliances,209193,19,16098,Not_Eligible
38,Female,Single,Graduate,62510,Private,17,Large,Own,0,2,2,4368,11850,8560,13041,7498,0,0,607,114081,198259,Home Appliances,213421,19,14636,High_Risk
46,Female,Single,High School,117677,Private,16,Medium,Rented,10880,2,2,2994,16962,4917,4774,7047,0,0,380,345859,174128,E-commerce,122794,22,46566,Not_Eligible
50,Male,Married,Graduate,122089,Self-employed,6,Medium,Own,0,5,3,9330,8405,2835,14000,55,0,0,674,167188,94248,Personal Loan,688772,48,50000,High_Risk
56,Female,Single,Professional,32408,Private,19,Medium,Own,0,5,0,7170,7358,4535,21109,9073,0,0,441,375739,166954,Home Appliances,291307,12,500,Not_Eligible
26,Female,Married,Graduate,119546,Private,9,Small,Own,0,2,1,10682,8088,1150,29898,5950,1,6717,611,449058,89631,Vehicle,914895,59,36345,High_Risk
32,Female,Married,High School,43546,Private,21,Small,Rented,36716,1,1,3306,8808,1955,19608,13176,0,0,595,386285,1991,Home Appliances,214677,10,500,Not_Eligible
35,Male,Married,High School,120233,Private,36,Medium,Own,0,2,3,4629,22171,3488,3414,1735,0,0,649,460593,61605,E-commerce,154442,7,50000,High_Risk
36,Male,Single,Graduate,187382,Private,31,Small,Family,0,4,0,2257,14971,2592,24654,12707,0,0,717,269958,81851,E-commerce,87717,18,50000,Eligible
60,Female,Married,Graduate,114358,Private,19,Medium,Rented,9067,6,1,8490,14073,3818,23843,96,2,29950,608,32525,195290,E-commerce,59983,5,17298,High_Risk
52,Male,Single,Post Graduate,155879,Government,40,Small,Rented,21843,1,0,5526,4875,1115,20239,11464,2,12916,769,268031,165588,Education,353914,18,39988,Eligible
36,Male,Married,Post Graduate,72295,Government,40,Small,Rented,20669,1,0,4469,16337,6296,27103,11739,0,0,442,230621,29322,Home Appliances,251364,33,500,Not_Eligible
59,Male,Single,Post Graduate,185707,Private,18,Small,Own,0,4,3,10990,28872,1595,23543,6115,0,0,714,359445,39,Home Appliances,117954,28,50000,Eligible
42,Male,Single,Post Graduate,165361,Private,31,Medium,Rented,44555,6,3,9948,22366,2561,8502,4208,2,23938,488,124348,105758,Vehicle,398244,79,33967,Not_Eligible
43,Male,Single,Graduate,184586,Private,14,Medium,Own,0,4,1,4200,13408,9790,13795,2133,2,7774,646,348824,106728,E-commerce,56693,22,50000,High_Risk
40,Male,Married,Graduate,152196,Government,36,Small,Family,0,6,2,13981,9209,556,16208,5099,2,28954,571,220827,147077,Personal Loan,797224,27,49657,Not_Eligible
30,Female,Single,Graduate,135138,Self-employed,15,Small,Rented,49200,4,2,6873,10568,3158,15684,10045,0,0,800,335029,51895,Vehicle,1250698,58,21016,Not_Eligible
58,Male,Married,Graduate,112125,Private,10,Small,Own,0,1,3,6827,805,5252,19886,10873,1,1585,449,209884,162438,Personal Loan,686082,30,36472,Not_Eligible
25,Male,Married,Post Graduate,186725,Government,5,Large,Rented,32293,3,1,9559,875,3417,21647,2719,0,0,586,191067,82554,E-commerce,54475,18,50000,Not_Eligible
31,Male,Married,Graduate,171916,Private,34,Small,Rented,49908,5,3,2781,23291,3545,4910,167,1,11187,390,107132,66915,E-commerce,19924,10,47471,Not_Eligible
33,Female,Married,Professional,92090,Private,12,Medium,Own,0,4,1,8401,25298,1707,17916,8420,0,0,648,414272,84061,Personal Loan,184448,12,31940,High_Risk
35,Male,Married,Graduate,30845,Self-employed,33,Small,Own,0,2,2,11648,29057,4522,3086,8712,0,0,320,34337,188900,Home Appliances,22080,8,5849,Not_Eligible
29,Female,Married,Graduate,15669,Private,3,Small,Family,0,2,1,2572,18775,7674,16323,14711,1,8285,526,118101,78351,E-commerce,188543,19,500,Not_Eligible
25,Female,Single,Graduate,58194,Private,20,Medium,Own,0,4,2,11298,27876,6085,13821,11420,2,18788,305,213336,112116,Vehicle,1484858,18,500,Not_Eligible
49,Female,Married,High School,26575,Private,17,Medium,Rented,6823,3,1,777,12492,9280,7755,8255,1,2118,480,77866,178390,Vehicle,1496321,55,500,Not_Eligible
59,Female,Married,Graduate,54128,Private,17,Small,Own,0,4,3,12070,7622,7147,29743,8878,2,11802,566,458363,3656,Education,407419,42,500,Not_Eligible
29,Male,Married,Graduate,35255,Private,6,Large,Rented,12814,3,2,709,7366,8003,9227,9683,2,14954,482,172581,107293,Education,167911,37,500,Not_Eligible
35,Female,Married,High School,196495,Private,3,Small,Family,0,3,1,3501,7099,4601,3577,6776,2,23850,512,121200,141668,Vehicle,999567,42,50000,Not_Eligible
43,Male,Married,Post Graduate,32640,Private,14,Small,Own,0,4,3,7003,22354,6320,12038,10164,0,0,381,126915,180750,E-commerce,103449,7,500,Not_Eligible
58,Female,Married,High School,130975,Private,19,Small,Own,0,1,2,12293,298,5993,23208,2931,0,0,693,95839,12302,Personal Loan,225893,57,50000,High_Risk
49,Female,Married,High School,80065,Self-employed,32,Medium,Own,0,3,1,14376,28365,8226,2259,12456,1,9597,738,331591,145349,Home Appliances,224859,23,22059,Eligible
52,Female,Married,Post Graduate,47230,Private,18,Medium,Own,0,3,0,9379,23245,5260,15800,12926,2,27272,550,240639,160511,Education,362474,23,500,Not_Eligible
45,Female,Single,High School,144735,Self-employed,10,Small,Own,0,5,3,2625,11424,4340,13686,6525,2,3522,330,115509,70224,Personal Loan,287492,58,50000,Not_Eligible
40,Male,Single,Post Graduate,194553,Private,10,Large,Rented,47380,5,3,7750,21056,1165,26242,6850,2,29626,334,436655,149224,Home Appliances,297078,12,31065,Not_Eligible
32,Female,Single,Post Graduate,161270,Private,25,Medium,Rented,34644,3,2,15740,4046,8666,2077,7463,0,0,671,328245,98713,Education,410877,25,50000,High_Risk
56,Female,Single,High School,195420,Private,17,Large,Rented,49061,2,3,1806,12942,4638,2485,12261,1,9717,811,201452,131619,Vehicle,1085342,19,50000,Not_Eligible
53,Female,Single,Graduate,124190,Government,36,Large,Own,0,2,2,14314,3275,8086,17820,2639,0,0,776,256611,77972,Home Appliances,154250,9,49564,Eligible
25,Male,Married,Graduate,139611,Private,18,Large,Own,0,2,0,7715,3363,6942,7022,5123,0,0,523,328107,35437,E-commerce,164746,11,50000,Not_Eligible
50,Female,Married,Post Graduate,42090,Self-employed,23,Medium,Rented,41687,2,0,78,190,516,21713,9220,0,0,574,76225,165715,Personal Loan,300533,46,500,Not_Eligible
28,Male,Married,Post Graduate,172697,Private,2,Small,Own,0,5,0,13892,23875,6688,9787,10401,2,25852,389,404186,43289,Home Appliances,287308,16,50000,Not_Eligible
51,Male,Married,Post Graduate,153362,Private,7,Medium,Own,0,1,0,534,22319,5134,17740,4436,0,0,338,129198,37519,E-commerce,146382,18,50000,Not_Eligible
54,Male,Single,Graduate,61994,Private,34,Medium,Rented,45977,1,2,7393,26790,2778,3056,1757,1,12428,721,14794,177217,E-commerce,103085,20,500,Not_Eligible
29,Female,Single,Graduate,80638,Private,14,Medium,Family,0,4,3,3900,29442,3014,21419,7614,2,10668,536,260863,187283,Personal Loan,171561,55,15256,Not_Eligible
40,Male,Single,Graduate,128015,Private,17,Medium,Own,0,2,0,11680,28944,6561,16511,9578,2,15028,573,438213,121864,Education,231863,7,38313,Not_Eligible
29,Male,Married,Professional,17403,Private,24,Small,Own,0,5,2,1122,29785,1319,2000,11499,1,11065,489,366553,116085,Home Appliances,297028,29,500,Not_Eligible
45,Male,Single,Graduate,166314,Private,2,Large,Own,0,5,0,1821,475,6260,9443,44,1,3357,472,154231,72159,Home Appliances,248534,10,50000,Not_Eligible
58,Female,Married,Graduate,66909,Private,20,Small,Own,0,5,1,10627,23526,8539,3664,263,1,9084,843,199126,122352,Personal Loan,763071,46,22384,Eligible
27,Male,Married,Graduate,28870,Private,14,Large,Family,0,3,3,19879,21697,1325,3255,5797,2,16846,749,297976,121845,E-commerce,181520,11,500,Not_Eligible
39,Female,Married,Post Graduate,76161,Private,6,Small,Own,0,3,3,792,4865,575,21557,8459,2,29536,680,116416,103360,E-commerce,186211,18,561,Not_Eligible
60,Female,Single,Professional,169618,Private,17,Small,Own,0,3,3,9215,4104,1075,13981,53,1,1696,514,410037,131027,Personal Loan,291067,22,50000,Not_Eligible
35,Female,Single,High School,65735,Private,18,Large,Family,0,2,1,16053,29332,7437,24482,2601,1,2325,697,147539,110899,Vehicle,1362692,59,11020,Not_Eligible
29,Female,Single,Graduate,114750,Private,7,Large,Family,0,4,3,5815,26477,8554,9217,6284,1,1421,486,108341,175845,E-commerce,32483,5,46426,Not_Eligible
42,Male,Single,Graduate,165196,Private,22,Medium,Family,0,6,3,9859,9834,9888,22096,4191,1,8670,584,47558,133535,Home Appliances,251727,11,50000,Not_Eligible
43,Male,Single,Graduate,21236,Private,30,Large,Rented,12117,2,1,16774,2243,773,19224,10658,2,17422,379,346634,77042,E-commerce,51607,16,500,Not_Eligible
48,Male,Married,Graduate,155587,Self-employed,10,Small,Rented,28570,1,1,14559,10008,5079,20565,520,0,0,690,12574,131007,Personal Loan,870265,28,48814,High_Risk
36,Female,Married,High School,68408,Private,39,Large,Own,0,4,0,5864,159,957,25185,13326,2,8778,333,402735,46020,Personal Loan,682419,46,4536,Not_Eligible
59,Female,Married,Graduate,143677,Private,25,Small,Own,0,3,3,15014,20620,4027,21807,2542,1,5307,698,486565,42829,Personal Loan,620349,45,50000,High_Risk
43,Female,Married,Graduate,49797,Self-employed,31,Medium,Own,0,5,0,13516,11405,3425,22877,6610,0,0,632,55556,165367,E-commerce,53233,16,4847,High_Risk
35,Male,Single,Graduate,40716,Private,2,Medium,Own,0,6,1,10135,1471,6256,22709,14800,0,0,336,48205,116488,Education,51590,37,500,Not_Eligible
59,Male,Married,Graduate,160835,Private,31,Small,Rented,36752,6,1,8823,29392,9136,14516,9940,1,11535,578,467254,10748,Home Appliances,241851,30,32752,Not_Eligible
58,Male,Married,Post Graduate,164450,Self-employed,13,Medium,Rented,9728,3,0,18508,24773,8145,22283,14978,0,0,422,62443,70925,Education,63254,45,50000,Not_Eligible
42,Male,Married,Graduate,196546,Self-employed,29,Medium,Own,0,6,3,17486,27142,1104,25581,294,0,0,562,203813,196849,Education,245513,9,50000,Not_Eligible
25,Male,Married,Post Graduate,140278,Government,32,Small,Rented,6210,1,2,19805,29919,2782,22664,10798,0,0,307,435482,127406,Vehicle,838937,53,48837,Not_Eligible
46,Female,Single,Graduate,101188,Private,10,Large,Own,0,3,0,13508,425,3111,19015,1135,2,29968,697,69492,173720,Personal Loan,431953,48,19404,High_Risk
44,Male,Single,Graduate,51045,Private,10,Medium,Own,0,2,0,7184,23252,2881,4072,9178,2,21390,580,331753,109567,Personal Loan,566538,22,2320,Not_Eligible
30,Female,Single,Graduate,69615,Self-employed,2,Small,Own,0,6,0,2192,23626,3856,14225,4889,0,0,499,191307,8520,Personal Loan,639117,24,22905,Not_Eligible
47,Male,Married,High School,134898,Self-employed,24,Medium,Own,0,4,3,2517,23451,6268,3771,11655,2,21606,782,218036,35936,E-commerce,32556,8,45232,Eligible
55,Male,Married,Graduate,79029,Private,31,Small,Own,0,3,1,19024,7951,7526,4906,1865,1,2641,655,465532,18424,E-commerce,182056,15,32399,High_Risk
28,Female,Single,Graduate,104450,Private,16,Small,Own,0,1,2,7265,11709,9429,12111,13449,2,7066,635,324512,146947,Education,192982,21,29053,High_Risk
51,Female,Married,Post Graduate,46092,Private,6,Medium,Rented,48197,5,0,2208,27875,7178,14995,7211,0,0,381,159722,151325,Personal Loan,866894,44,500,Not_Eligible
30,Male,Married,Graduate,96280,Private,12,Small,Own,0,4,0,4467,1977,3335,16773,7790,0,0,575,467493,91403,Personal Loan,785042,41,34388,Not_Eligible
51,Male,Single,High School,59025,Private,16,Small,Own,0,6,2,417,19233,2249,27208,8567,0,0,686,290382,144887,Home Appliances,297818,26,6437,Not_Eligible
40,Male,Single,Graduate,35742,Private,37,Medium,Rented,14993,3,0,10620,23780,4079,23354,529,2,12560,810,49688,110288,Vehicle,648408,30,500,Not_Eligible
25,Female,Married,Graduate,39410,Private,5,Small,Own,0,1,2,11819,23942,8097,13841,4656,1,4971,632,196310,147964,Home Appliances,32963,29,500,Not_Eligible
59,Male,Married,Post Graduate,110886,Private,14,Large,Family,0,3,3,7568,17915,9937,11372,10641,0,0,394,121855,134529,Vehicle,1404702,60,39731,Not_Eligible
30,Female,Married,Post Graduate,82788,Private,26,Medium,Rented,34052,4,1,14883,23006,4227,21953,14413,2,17832,673,321219,91122,Personal Loan,512793,18,500,Not_Eligible
46,Male,Single,Graduate,33487,Private,9,Small,Own,0,2,2,9609,27281,2174,9703,14770,2,5308,341,430151,130575,Personal Loan,661776,21,500,Not_Eligible
31,Female,Married,Graduate,110145,Private,36,Medium,Family,0,1,3,19199,22976,547,26742,8036,1,4149,472,19553,63722,Home Appliances,194195,15,34049,Not_Eligible
58,Male,Single,Graduate,45387,Private,37,Small,Family,0,5,3,15264,3479,1231,23881,3871,2,25422,805,390320,149786,Education,439646,46,500,Not_Eligible
51,Female,Married,Graduate,17857,Self-employed,15,Medium,Own,0,4,0,1506,7336,6550,21111,7164,0,0,741,458157,182732,E-commerce,54506,10,500,Not_Eligible
53,Female,Single,Post Graduate,39521,Private,30,Small,Own,0,3,0,5480,9153,6103,8981,6952,1,13717,797,497129,41350,Education,464912,6,500,Not_Eligible
40,Male,Single,Post Graduate,97977,Private,30,Large,Family,0,4,3,15085,10293,6612,19409,5959,2,2192,494,330590,133408,Personal Loan,540804,18,30946,Not_Eligible
41,Male,Married,Graduate,191510,Private,27,Small,Own,0,5,3,10750,10820,730,24984,5419,1,12518,676,156954,22078,Vehicle,694747,14,50000,Not_Eligible
47,Female,Married,Graduate,59709,Private,7,Medium,Rented,28798,1,1,15065,6596,4651,4014,13025,0,0,685,72660,75500,Home Appliances,59333,18,500,Not_Eligible
53,Male,Married,High School,67700,Private,2,Small,Rented,33169,3,2,6703,20499,2214,6959,5857,2,24648,435,472444,133836,Home Appliances,36815,30,500,Not_Eligible
55,Male,Married,High School,59891,Private,14,Small,Own,0,2,2,762,3307,3697,16426,438,2,26682,819,206252,55482,Home Appliances,181840,19,500,Not_Eligible
25,Male,Married,High School,80713,Private,5,Medium,Own,0,1,2,15700,23633,6411,12065,10821,2,12116,834,171844,47197,Education,262571,42,16210,Eligible
48,Male,Married,Graduate,147706,Private,11,Medium,Rented,21854,1,3,15701,19759,3119,21869,9976,1,3710,360,366985,76777,E-commerce,170634,4,40345,Not_Eligible
28,Male,Married,Post Graduate,74585,Private,26,Large,Own,0,3,1,12791,28831,6766,13230,5676,0,0,721,357547,22921,Personal Loan,700952,35,23797,Eligible
35,Male,Married,Graduate,136650,Private,24,Small,Own,0,4,3,8087,196,3247,29907,9450,0,0,546,404678,125089,Education,402302,39,46701,Not_Eligible
54,Male,Single,Graduate,181177,Private,8,Small,Own,0,4,0,170,8862,5349,10386,14117,2,18222,671,441372,26247,Vehicle,1085803,61,50000,High_Risk
34,Male,Married,High School,190044,Private,0,Small,Family,0,5,0,14557,26950,4861,12086,13867,2,11284,605,438511,66632,Personal Loan,251342,53,50000,High_Risk
53,Male,Single,Graduate,119149,Private,9,Small,Own,0,3,3,13201,14809,4145,2093,11845,0,0,422,85391,62560,Vehicle,1075157,31,50000,Not_Eligible
41,Male,Married,Post Graduate,146949,Private,18,Large,Family,0,4,0,13353,16828,1697,8930,8750,1,12559,352,84805,193578,Vehicle,410472,48,50000,Not_Eligible
33,Female,Single,Graduate,185045,Private,31,Large,Family,0,5,3,3403,868,5974,8594,414,1,14904,582,102819,198358,Personal Loan,375701,45,50000,Not_Eligible
37,Male,Married,Post Graduate,160538,Private,14,Large,Rented,35139,4,1,14625,22863,9906,23358,7683,1,6631,761,313652,15861,Education,232910,13,31999,Eligible
44,Male,Married,Post Graduate,70486,Private,11,Small,Own,0,6,1,14490,7589,6612,11454,12279,1,5066,753,290479,31452,Personal Loan,425324,51,14684,Eligible
52,Male,Married,High School,39425,Self-employed,22,Medium,Rented,6349,2,0,17150,28894,7585,7697,12674,2,25364,451,428628,146437,Education,423810,19,500,Not_Eligible
46,Female,Married,Graduate,36244,Self-employed,2,Medium,Family,0,5,3,11347,11220,8133,10781,11593,2,13568,774,421913,59707,Vehicle,1210096,18,500,Not_Eligible
58,Male,Single,Professional,178180,Self-employed,9,Small,Rented,36548,5,1,14631,5658,863,17754,14798,0,0,496,406685,128820,Personal Loan,984810,49,50000,Not_Eligible
56,Male,Married,Graduate,117900,Private,1,Medium,Own,0,4,0,8030,17814,8031,23996,7747,1,13640,609,39474,184147,Education,68380,36,28634,High_Risk
52,Male,Married,High School,69824,Private,21,Small,Family,0,1,1,13934,14323,2803,29408,1645,2,29770,478,347802,32570,Home Appliances,158324,33,500,Not_Eligible
46,Male,Married,Post Graduate,78924,Private,18,Small,Rented,44560,4,0,13882,14125,6816,3326,7452,0,0,588,425441,192662,Education,157988,44,689,Not_Eligible
35,Male,Married,Post Graduate,67111,Private,23,Large,Family,0,6,3,15592,28496,9847,25548,4781,2,6424,591,491196,10497,Personal Loan,877086,25,4962,Not_Eligible
39,Male,Married,Graduate,163353,Private,25,Small,Rented,13863,4,0,17132,10934,8996,12890,12533,1,3137,684,171560,45768,Vehicle,693917,58,50000,High_Risk
29,Female,Married,Graduate,128296,Private,16,Large,Own,0,1,1,63,11931,4437,24631,11657,1,9381,559,388356,101514,Personal Loan,278227,60,36771,Not_Eligible
38,Female,Married,Graduate,177694,Private,35,Small,Own,0,2,1,15575,18722,8462,3050,6372,0,0,591,203113,176091,E-commerce,46279,8,50000,Not_Eligible
58,Male,Single,Post Graduate,70828,Private,37,Small,Own,0,4,0,15850,5112,6377,19531,5824,2,19448,658,80390,110777,Personal Loan,525661,35,3837,Not_Eligible
